"Site","Plot_number","Treatment","Tree_number","Species","Height_year_1","Height_year_2","Height_year_3","BA_year_3","DBH_year_3","Mortality_year_1","Mortality_year_2","WD","WD_source"
"GAM",3,"M1",43,"Inga edulis",1,NA,475,35.4999969855647,6.72309452558865,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",3,"M1",44,"Inga edulis",1,NA,406,22.9728962793753,5.40832691319598,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",3,"M1",45,"Inga edulis",1,NA,310,32.319134423805,6.41482657598785,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",3,"M1",46,"Inga edulis",1,NA,245,4.1547562843725,2.3,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",3,"M1",47,"Inga edulis",1,NA,60,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",3,"M1",48,"Inga edulis",1,NA,200,4.2804199905161,2.33452350598575,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",3,"M1",49,"Inga edulis",1,NA,235,7.57909227678538,3.10644491340181,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",2,"Inga edulis",1,NA,392,31.7300858012569,6.35609943282828,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",3,"Inga edulis",1,NA,272,4.1547562843725,2.3,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",4,"Inga edulis",1,NA,371,22.0618344098343,5.3,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",5,"Inga edulis",1,NA,360,29.8922540989069,6.16927872607487,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",6,"Inga edulis",1,NA,436,31.682961911453,6.35137780328016,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",7,"Inga edulis",1,NA,460,16.1006623496477,4.52769256906871,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",8,"Inga edulis",1,NA,425,21.237166338267,5.2,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",9,"Inga edulis",1,NA,365,22.4152635833632,5.34228415567723,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",10,"Inga edulis",1,NA,678,80.1184666481737,10.1,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",11,"Inga edulis",1,NA,353,16.61902513749,4.6,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",12,"Inga edulis",1,NA,417,34.7145988221672,6.64830805543786,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",13,"Inga edulis",1,NA,613,53.57200872534,8.25893455598239,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",14,"Inga edulis",1,NA,520,27.3397100678652,5.9,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",15,"Inga edulis",1,NA,400,33.1830724035422,6.5,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",16,"Inga edulis",1,NA,348,20.9622769810779,5.1662365412358,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",17,"Inga edulis",1,NA,508,27.4261038658389,5.90931468107766,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",18,"Inga edulis",1,NA,577,79.7493295113769,10.0767058109285,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",19,"Inga edulis",1,NA,614,27.3397100678652,5.9,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",20,"Inga edulis",1,NA,669,33.1830724035422,6.5,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",21,"Inga edulis",1,NA,821,55.4491103358598,8.40238061504,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",22,"Inga edulis",1,NA,364,17.7264365478804,4.75078940808788,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",23,"Inga edulis",1,NA,410,11.3411494794592,3.80000000000001,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",24,"Inga edulis",1,NA,407,33.8113909342602,6.5612498809297,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",25,"Inga edulis",1,NA,617,42.0816335948352,7.31983606373803,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",26,"Inga edulis",1,NA,491,9.62112750161874,3.5,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",27,"Inga edulis",NA,NA,173,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",28,"Inga edulis",1,NA,732,36.316811075498,6.8,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",29,"Inga edulis",1,NA,480,49.213048918484,7.91580697086531,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",30,"Inga edulis",1,NA,500,41.0056381109808,7.22564875980005,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",31,"Inga edulis",1,NA,427,39.8118329026167,7.11969100453103,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",32,"Inga edulis",1,NA,380,4.1547562843725,2.3,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",33,"Inga edulis",1,NA,615,61.6066319368958,8.85663593019381,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",34,"Inga edulis",1,NA,726,74.9269847881165,9.76729235765982,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",35,"Inga edulis",1,NA,641,32.1699087727595,6.4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",36,"Inga edulis",1,NA,300,4.90873852123405,2.5,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",37,"Inga edulis",1,NA,464,24.630086404144,5.6,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",38,"Inga edulis",1,NA,430,38.9871648310494,7.04556598152342,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",39,"Inga edulis",1,NA,380,4.1547562843725,2.3,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",40,"Inga edulis",1,NA,491,61.6066319368958,8.85663593019381,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",41,"Inga edulis",1,NA,561,22.9022104446696,5.4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",42,"Inga edulis",1,NA,507,40.0631603149038,7.14212853426763,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",43,"Inga edulis",1,NA,485,50.6110576493316,8.02745289615579,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",44,"Inga edulis",1,NA,280,6.63661448070844,2.90688837074973,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",45,"Inga edulis",1,NA,370,19.8313036257856,5.02493781056045,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",46,"Inga edulis",1,NA,407,20.9701309627119,5.16720427310553,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",47,"Inga edulis",1,NA,411,23.9546439836222,5.52268050859363,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",48,"Inga edulis",1,NA,606,40.5029832864064,7.18122552215149,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",4,"M1",49,"Inga edulis",1,NA,575,34.9109483630166,6.66708332031332,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",2,"Inga edulis",1,NA,637,79.4901481174557,10.0603180864225,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",3,"Inga edulis",1,NA,418,39.9139346638583,7.12881476824864,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",4,"Inga edulis",1,NA,419,48.6475622408379,7.8701969479804,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",5,"Inga edulis",1,NA,383,16.0613924414778,4.522167621838,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",6,"Inga edulis",1,NA,474,38.0996649064102,6.96491205974634,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",7,"Inga edulis",1,NA,318,6.94291976443345,2.9732137494637,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",8,"Inga edulis",1,NA,681,104.340146007351,11.5260574352204,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",9,"Inga edulis",1,NA,653,55.4491103358598,8.40238061504,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",10,"Inga edulis",1,NA,592,42.8984476847686,7.39053448676075,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",11,"Inga edulis",1,NA,250,3.46360590058275,2.1,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",12,"Inga edulis",1,NA,306,7.61836218495525,3.11448230047949,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",13,"Inga edulis",1,NA,386,20.4910380830394,5.10783711564885,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",14,"Inga edulis",1,NA,285,9.8174770424681,3.53553390593274,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",15,"Inga edulis",1,NA,612,30.1907054009979,6.2,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",16,"Inga edulis",1,NA,549,33.23805027498,6.50538238691624,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",17,"Inga edulis",1,NA,458,21.3628300444106,5.21536192416212,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",18,"Inga edulis",1,NA,297,7.61836218495525,3.11448230047949,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",19,"Inga edulis",1,NA,380,17.9856179418016,4.78539444560216,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",20,"Inga edulis",1,NA,347,9.1106186954104,3.40587727318528,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",21,"Inga edulis",1,NA,347,13.6737820247496,4.17252920900502,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",22,"Inga edulis",1,NA,649,64.7560785721196,9.08019823572151,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",23,"Inga edulis",1,NA,411,12.5663706143592,4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",24,"Inga edulis",1,NA,416,11.9459060652752,3.9,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",25,"Inga edulis",1,NA,351,18.9359497195125,4.91019347887637,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",26,"Inga edulis",1,NA,335,16.1477862394515,4.53431361950185,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",27,"Inga edulis",1,NA,364,13.6109501716778,4.16293165929973,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",28,"Inga edulis",1,NA,335,20.6088478075491,5.12249938994629,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",29,"Inga edulis",1,NA,319,20.4910380830394,5.10783711564885,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",30,"Inga edulis",1,NA,298,10.2494460323367,3.61247837363769,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",31,"Inga edulis",1,NA,372,22.0304184832984,5.29622507074614,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",32,"Inga edulis",1,NA,299,8.3723444218168,3.2649655434629,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",33,"Inga edulis",1,NA,235,5.41139334580842,2.62488094968134,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",34,"Inga edulis",1,NA,276,11.8202423591316,3.87943294825417,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",35,"Inga edulis",1,NA,282,9.90387084044182,3.55105618091294,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",36,"Inga edulis",1,NA,368,13.9565253635727,4.2154477816716,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",37,"Inga edulis",1,NA,254,3.33794219443916,2.06155281280883,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",38,"Inga edulis",1,NA,275,3.96626072515712,2.24722050542442,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",39,"Inga edulis",1,NA,258,13.6737820247496,4.17252920900502,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",40,"Inga edulis",1,NA,273,8.05033117482384,3.20156211871642,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",41,"Inga edulis",1,NA,305,11.9144901387393,3.89486841883009,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",42,"Inga edulis",1,NA,299,15.2053084433746,4.4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",43,"Inga edulis",1,NA,210,5.67057473972958,2.68700576850888,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",44,"Inga edulis",1,NA,162,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",45,"Inga edulis",1,NA,102,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",46,"Inga edulis",1,NA,310,19.9883832584651,5.04479930225178,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",47,"Inga edulis",1,NA,271,10.8463486365188,3.71618083521242,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",48,"Inga edulis",1,NA,364,25.5882721634888,5.70788927713213,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",5,"M1",49,"Inga edulis",1,NA,264,11.2076317916816,3.77756535350482,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",2,"Inga edulis",1,NA,154,0.950331777710913,1.1,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",3,"Inga edulis",1,NA,483,15.2053084433746,4.4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",4,"Inga edulis",1,NA,567,49.5193542022091,7.94040301244213,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",5,"Inga edulis",1,NA,431,23.0043122059113,5.41202365109393,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",6,"Inga edulis",1,NA,482,55.9910350686041,8.44334057112468,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",7,"Inga edulis",1,NA,551,68.4395959584537,9.33488082409198,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",8,"Inga edulis",1,NA,636,58.5907029894497,8.63712915267568,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",9,"Inga edulis",1,NA,639,77.9586216988307,9.96293129555755,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",10,"Inga edulis",1,NA,638,77.9743296620987,9.96393496566492,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",11,"Inga edulis",1,NA,552,59.1326277221939,8.67698104181403,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",12,"Inga edulis",1,NA,330,21.245020319901,5.20096144957834,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",13,"Inga edulis",1,NA,624,43.7466777012378,7.46324326281811,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",14,"Inga edulis",1,NA,701,83.723444218168,10.3247275993122,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",15,"Inga edulis",1,NA,445,28.2193560108703,5.99416382825828,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",16,"Inga edulis",1,NA,664,92.629859391095,10.8600184161906,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",17,"Inga edulis",NA,NA,105,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",18,"Inga edulis",1,NA,737,109.814371206231,11.8245507314231,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",19,"Inga edulis",1,NA,435,5.7255526111674,2.7,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",20,"Inga edulis",1,NA,551,17.3494454294496,4.7,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",21,"Inga edulis",1,NA,272,4.5238934211693,2.4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",22,"Inga edulis",1,NA,584,37.4634923940583,6.9065186599328,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",23,"Inga edulis",1,NA,717,69.3977817177985,9.4,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",24,"Inga edulis",1,NA,599,74.5342857064178,9.74166310236604,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",25,"Inga edulis",1,NA,597,35.2565235549115,6.7,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",26,"Inga edulis",1,NA,604,36.4424747816416,6.81175454637056,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",27,"Inga edulis",1,NA,506,19.6349540849362,5,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",28,"Inga edulis",1,NA,275,10.759954838545,3.70135110466434,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",29,"Inga edulis",1,NA,707,83.3307451364692,10.3004854254545,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",30,"Inga edulis",1,NA,575,30.1907054009979,6.2,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",31,"Inga edulis",1,NA,646,30.1907054009979,6.2,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",32,"Inga edulis",1,NA,672,40.7150407905237,7.2,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",33,"Inga edulis",1,NA,599,27.3397100678652,5.9,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",34,"Inga edulis",1,NA,608,26.4207942166902,5.8,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",35,"Inga edulis",1,NA,621,43.7388237196039,7.46257328272225,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",36,"Inga edulis",1,NA,629,81.249440003466,10.171037311897,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",37,"Inga edulis",1,NA,680,64.4733352332965,9.06035319399856,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",38,"Inga edulis",1,NA,637,82.0741080750333,10.2225241501304,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",39,"Inga edulis",1,NA,645,70.5994409077967,9.48103369891702,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",40,"Inga edulis",1,NA,489,6.15752160103599,2.8,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",41,"Inga edulis",1,NA,543,46.5662571078347,7.7,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",42,"Inga edulis",1,NA,521,27.9758825802171,5.96824932455071,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",43,"Inga edulis",1,NA,597,33.9998864934755,6.57951365983839,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",44,"Inga edulis",1,NA,602,39.2856161331404,7.07248188403477,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",45,"Inga edulis",1,NA,785,65.0388219109427,9.1,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",46,"Inga edulis",1,NA,772,62.2113885227119,8.9,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",47,"Inga edulis",1,NA,650,63.6879370698991,9.00499861188218,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",48,"Inga edulis",1,NA,631,54.1060794764502,8.3,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",6,"M1",49,"Inga edulis",1,NA,576,86.1189086165302,10.4713895925994,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"GAM",1,"M2",2,"Citharexylum cooperi",1,NA,90,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",3,"Citharexylum cooperi",1,NA,65,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",4,"Citharexylum cooperi",1,NA,160,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",5,"Citharexylum cooperi",1,NA,70,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",6,"Citharexylum cooperi",1,NA,153,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",7,"Citharexylum cooperi",1,NA,115,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",8,"Citharexylum cooperi",1,NA,147,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",9,"Citharexylum cooperi",1,NA,136,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",10,"Citharexylum cooperi",1,NA,115,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",11,"Citharexylum cooperi",1,NA,110,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",12,"Citharexylum cooperi",1,NA,136,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",13,"Citharexylum cooperi",1,NA,215,0.785398163397448,1,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",14,"Citharexylum cooperi",1,NA,123,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",15,"Citharexylum cooperi",1,NA,98,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",16,"Citharexylum cooperi",1,NA,145,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",17,"Citharexylum cooperi",1,NA,140,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",18,"Citharexylum cooperi",1,NA,280,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",19,"Citharexylum cooperi",1,NA,164,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",20,"Citharexylum cooperi",1,NA,85,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",21,"Citharexylum cooperi",1,NA,135,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",22,"Citharexylum cooperi",1,NA,75,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",23,"Citharexylum cooperi",1,NA,150,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",24,"Citharexylum cooperi",1,NA,100,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",25,"Citharexylum cooperi",1,NA,230,3.09446876378595,1.98494332412792,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",26,"Citharexylum cooperi",1,NA,160,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",27,"Citharexylum cooperi",1,NA,195,0.785398163397448,1,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",28,"Citharexylum cooperi",1,NA,154,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",29,"Citharexylum cooperi",1,NA,72,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",30,"Citharexylum cooperi",1,NA,185,0.950331777710913,1.1,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",31,"Citharexylum cooperi",1,NA,248,2.83528736986479,1.9,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",32,"Citharexylum cooperi",1,NA,140,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",33,"Citharexylum cooperi",1,NA,165,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",34,"Citharexylum cooperi",1,NA,266,1.76714586764426,1.5,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",35,"Citharexylum cooperi",1,NA,95,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",36,"Citharexylum cooperi",1,NA,190,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",37,"Citharexylum cooperi",1,NA,304,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",38,"Citharexylum cooperi",1,NA,190,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",39,"Citharexylum cooperi",1,NA,160,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",40,"Citharexylum cooperi",1,NA,225,2.26980069221863,1.7,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",41,"Citharexylum cooperi",1,NA,170,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",42,"Citharexylum cooperi",1,NA,210,3.09446876378595,1.98494332412792,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",43,"Citharexylum cooperi",1,NA,120,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",44,"Citharexylum cooperi",1,NA,210,2.54469004940773,1.8,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",45,"Citharexylum cooperi",1,NA,165,0.950331777710913,1.1,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",46,"Citharexylum cooperi",1,NA,300,7.06858347057703,3,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",47,"Citharexylum cooperi",1,NA,224,4.08407044966673,2.28035085019828,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",48,"Citharexylum cooperi",1,NA,210,1.13097335529233,1.2,NA,NA,0.667,"BIOMASS (genus)"
"GAM",1,"M2",49,"Citharexylum cooperi",1,NA,220,2.01061929829747,1.6,NA,NA,0.667,"BIOMASS (genus)"
"GAM",2,"M2",2,"Citharexylum cooperi",1,NA,80,NA,NA,NA,NA,0.667,"BIOMASS (genus)"
